RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
4231,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2559,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
4190,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2967,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
3574,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2950,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
14550,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
6487,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
6718,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2455,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2514,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
1389,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2391,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2565,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2143,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2830,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
7263,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
4840,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
10853,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
1332,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2151,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2699,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
1943,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
1934,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
1761,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
3766,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
1580,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
1899,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
2711,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
file,isFamiliar,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
E_F_Julie_Walters.png,0,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
P_M_keir_starmer.png,0,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
E_M_Peter_Kay.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
P_F_nicola_sturge.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
E_M_Russell_Howard.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
P_M_Michael_Gove.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
E_M_Ewan_McGregor.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
E_M_Michael_McIntyr.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
P_M_nigel_farage.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
P_M_Gordon_Brown.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
E_F_Dawn_Roma_French.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
P_M_jeremy_corbyn.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
P_M_david_camer.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
E_F_Jennifer_Saunders.png,0,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
P_M_Sajid_Javid.png,0,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
P_F_Theresa_May.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
E_M_Jimmy_Carr.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
E_F_Sarah_Millican.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
E_M_Simon_Pegg.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
P_M_Tony_Blair.png,1,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
age: 28,gender: Female,handedness: right,61fa908cd42cb19beec4916c,"07/06/2022, 19:01:32"
