RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2495,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4239,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3159,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3047,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3087,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2351,Entertainment_HassonShaher.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4760,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3214,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4127,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2551,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2184,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4704,Politics_smootch.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2239,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2719,Entertainment_mushonov.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2768,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1623,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2199,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4031,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1807,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2407,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2575,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3598,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2191,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1895,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
6407,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3079,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2958,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3551,Entertainment_HassonShaher.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2407,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2207,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1879,Politics_lapid.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
5807,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3159,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3951,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4120,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3327,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1951,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2990,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2110,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3216,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2351,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2471,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2303,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4703,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2768,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1912,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1999,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4583,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2398,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
6312,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3783,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
6912,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3296,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3687,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2160,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2463,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1815,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2479,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3040,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3487,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3679,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1695,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4639,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2400,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3464,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3840,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4424,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3695,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2551,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2495,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2424,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4232,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2552,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2775,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3943,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2191,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1855,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4415,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4823,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3583,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2567,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
4742,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2622,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2496,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3895,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
5095,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2263,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3791,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2711,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3119,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3399,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2063,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2359,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2679,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3400,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1703,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2407,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2047,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
6471,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1855,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1752,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2911,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1479,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2080,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2326,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1902,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
6384,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
2975,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
3152,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
1862,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5e8ee0a29422bb1a1eda548f,"08/07/2022, 18:25:32"
