RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3009,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3005,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3349,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
5388,Politics_benet.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3298,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3831,Entertainment_har_lev.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2718,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4199,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3099,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2562,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3552,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3527,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2544,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3682,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2474,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3269,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4531,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2638,Entertainment_mushonov.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2544,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4216,Entertainment_shimi.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4499,Entertainment_Ivri2.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4246,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3439,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2903,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2559,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3295,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3339,Entertainment_har_lev.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3053,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3505,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2810,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3872,E_katorza2-250x341.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
8292,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3743,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
5039,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3536,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3871,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4313,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3286,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3104,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3401,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4233,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3733,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3060,Entertainment_HassonShaher.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4844,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3932,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3268,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4807,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3388,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2683,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2826,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3507,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3652,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2769,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2844,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3846,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2979,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4454,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4074,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2899,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2639,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3054,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2362,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3511,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3163,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2742,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
2457,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3523,Entertainment_Ivri2.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4750,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
6074,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4312,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
4180,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,5,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3549,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3704,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
3133,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f1c531af6dc764c72547d9e,"06/19/2022, 14:40:38"
