RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Entertainment_yanai.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Entertainment_mushonov.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Politics_benet.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Entertainment_shani.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Entertainment_Ivri2.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Politics_michaeliM.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Politics_lapid.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Entertainment_har_lev.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Entertainment_HassonShaher.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Entertainment_rita.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Politics_zamir.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Politics_yehimovitz.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Entertainment_shimi.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Politics_liberman2.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Politics_smootch.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Politics_peretz.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
E_katorza2-250x341.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
Entertainment_ornaBanai.jpg,0,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
age: 31,gender: Female,handedness: right,5dcffe19c23e0d0f728c647a,"06/19/2022, 14:44:04"
