RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
6842,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4758,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3156,Entertainment_Ivri2.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3173,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4603,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
7613,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
5075,Entertainment_HassonShaher.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3399,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2936,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4476,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2726,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3443,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3545,E_guri2-250x310.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3070,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4018,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3587,Entertainment_har_lev.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3048,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2593,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2665,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2704,Politics_shaked.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2820,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2861,Entertainment_har_lev.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3563,Politics_benet.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2910,Politics_lapid.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4103,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3404,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3115,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3002,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3594,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3694,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3209,E_guri2-250x310.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3133,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3082,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4507,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3548,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3748,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4319,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3276,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
3014,Entertainment_HassonShaher.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4374,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2887,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2986,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
2841,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
4412,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,4,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
file,isFamiliar,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Entertainment_shimi.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Politics_lapid.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Entertainment_HassonShaher.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Entertainment_Ivri2.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Entertainment_mushonov.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Entertainment_ornaBanai.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Politics_shaked.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Entertainment_shani.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Politics_liberman2.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Politics_benet.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Entertainment_har_lev.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Politics_yehimovitz.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Politics_smootch.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Politics_michaeliM.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
E_guri2-250x310.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Politics_zamir.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Politics_peretz.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Entertainment_yanai.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
Entertainment_rita.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
E_katorza2-250x341.jpg,0,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
age: 23,gender: Female,handedness: left,60eacff7b678411f44e11a12,"08/07/2022, 18:27:52"
