RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1990,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3775,E_F_jennifer_aniston.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2303,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3137,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2942,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2526,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
4831,E_F_keira_knightley.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2175,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
4462,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2669,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3806,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2679,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2047,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3430,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2526,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3462,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2231,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2302,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3207,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2238,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2687,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1959,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1343,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2614,E_F_Kate_Winslet.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1951,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1838,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
19663,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2918,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1662,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
5535,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2663,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2263,E_M_Hugh_Grant.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1694,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1686,E_F_keira_knightley.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1743,P_F_nicola_sturgeon.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2087,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3174,E_F_jennifer_aniston.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3349,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2214,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
4390,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3550,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1015,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1159,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1606,P_M_boris_johnson.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2486,E_M_robert_de_niro.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2310,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
3975,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
1885,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
114615,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
2735,E_F_keira_knightley.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
file,isFamiliar,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
P_M_Tony_Blair.png,1,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
P_F_hillary_clinton.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
P_M_donald_trump.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
E_M_tom_hankes.png,1,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
P_M_david_cameron.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
E_F_Kate_Winslet.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
E_M_nicolas_cage.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
E_F_Judi_Dench.png,1,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
P_F_nicola_sturgeon.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
E_F_jennifer_aniston.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
E_M_Hugh_Grant.png,1,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
P_M_bill_clinton.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
E_F_keira_knightley.png,1,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
P_F_tehresy_may.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
P_M_george_Wbush.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
E_M_michael_caine.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
P_M_boris_johnson.png,1,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
E_F_angelina_jolie.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
E_F_sandra_bullock.png,1,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
E_M_robert_de_niro.png,0,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
age: 30,gender: Female,handedness: right,5f2acd4b53b8533a53c7bc89,"05/04/2022, 10:25:50"
