RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4426,E_F_angelina_jolie.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3441,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4095,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5005,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
7017,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4190,E_F_Judi_Dench.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3176,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3087,P_F_nicola_sturgeon.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
9799,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3732,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4618,E_M_Hugh_Grant.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3249,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5012,E_F_Kate_Winslet.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5675,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3177,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5488,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3098,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3172,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5058,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
7887,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3240,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4285,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
8063,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6107,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5454,E_M_michael_caine.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6403,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6154,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
2525,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5180,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3818,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
10882,E_F_jennifer_aniston.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4458,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3473,E_F_jennifer_aniston.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3049,E_M_robert_de_niro.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
2846,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4169,E_M_michael_caine.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
6677,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
3921,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5749,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
2926,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
4583,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
5415,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
file,isFamiliar,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
P_M_Tony_Blair.png,1,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
P_M_george_Wbush.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
E_M_tom_hankes.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
E_F_sandra_bullock.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
P_M_boris_johnson.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
E_F_keira_knightley.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
E_F_angelina_jolie.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
E_F_Kate_Winslet.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
P_M_david_cameron.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
E_M_robert_de_niro.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
P_F_nicola_sturgeon.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
P_F_hillary_clinton.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
E_F_jennifer_aniston.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
E_M_michael_caine.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
P_F_tehresy_may.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
E_M_Hugh_Grant.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
E_M_nicolas_cage.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
P_M_bill_clinton.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
P_M_donald_trump.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
E_F_Judi_Dench.png,0,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
age: 27,gender: Female,handedness: right,5a67676a35f26b000149689d,"05/04/2022, 10:44:12"
