RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2294,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2732,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3070,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2162,E_M_nicolas_cage.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2324,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2506,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3083,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2958,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3914,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2541,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2609,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2890,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2262,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2111,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2048,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2662,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2425,E_F_jennifer_aniston.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2218,E_F_jennifer_aniston.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2306,E_F_Kate_Winslet.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2760,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2497,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2684,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2999,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2317,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1925,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1770,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2298,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2580,E_F_keira_knightley.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2692,P_F_tehresy_may.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2298,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2011,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1635,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2318,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
5228,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1926,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1518,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2606,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
4538,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
10627,E_F_jennifer_aniston.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3225,E_F_sandra_bullock.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2369,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2203,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2461,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3285,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2690,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2183,E_F_jennifer_aniston.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
4809,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3512,E_F_keira_knightley.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2480,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3285,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2983,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
4658,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2377,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2903,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
4523,E_F_Kate_Winslet.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3173,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3280,E_M_robert_de_niro.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3655,E_M_robert_de_niro.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
4413,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
4651,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2913,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2649,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3246,E_F_jennifer_aniston.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3400,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2272,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
7110,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3284,P_F_hillary_clinton.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2580,E_F_sandra_bullock.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2588,E_M_robert_de_niro.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2579,E_F_keira_knightley.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3082,E_F_angelina_jolie.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2617,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2392,E_F_sandra_bullock.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2388,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2217,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2130,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2003,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3358,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2582,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
4455,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3055,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2134,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1979,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3041,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2647,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2264,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3337,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2542,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2196,E_F_angelina_jolie.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2980,E_F_Kate_Winslet.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2173,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2328,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2851,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
4483,E_F_Judi_Dench.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
5051,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2602,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2943,E_F_keira_knightley.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2569,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3369,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2825,E_M_michael_caine.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2890,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2590,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2683,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
4586,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
5749,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2903,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3797,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2403,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2605,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2659,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2366,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
1962,P_M_bill_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2678,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2285,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2261,P_M_bill_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
3042,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2096,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2268,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2219,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2149,P_M_david_cameron.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
2194,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f2ad6a57b4ac53d460f44d0,"05/04/2022, 10:38:25"
