RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2695,E_F_Kate_Winslet.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
5215,E_M_michael_caine.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2839,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
7095,E_F_sandra_bullock.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4767,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
5679,P_F_nicola_sturgeon.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
5071,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2822,E_M_tom_hankes.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4023,E_F_Judi_Dench.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2327,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2342,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3646,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2767,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2366,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
5046,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3135,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
1999,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3295,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2958,E_F_jennifer_aniston.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3759,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3351,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4175,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
5983,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4567,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4167,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4686,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4255,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
5223,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2447,E_F_angelina_jolie.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2951,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2015,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
9631,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4950,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3320,E_M_tom_hankes.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2726,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4000,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3143,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
4759,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
7463,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
9495,E_M_michael_caine.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2727,E_F_keira_knightley.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2974,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2591,E_M_michael_caine.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3431,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
6943,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3014,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3727,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
2430,E_F_keira_knightley.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
5494,E_F_keira_knightley.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
3576,E_M_robert_de_niro.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,606cb493430bb0d95a005687,"05/04/2022, 10:28:36"
