RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2864,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3137,E_F_Judi_Dench.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4632,P_F_hillary_clinton.png,P_F_tehresy_may.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4988,E_F_keira_knightley.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2705,E_M_Hugh_Grant.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2545,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4157,P_F_tehresy_may.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4712,E_F_Kate_Winslet.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4051,E_F_Judi_Dench.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2712,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3748,E_M_tom_hankes.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2439,E_M_nicolas_cage.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3806,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2431,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3360,P_F_tehresy_may.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2819,E_F_jennifer_aniston.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2496,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2456,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2862,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4699,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
19591,E_F_jennifer_aniston.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2213,E_F_Judi_Dench.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2720,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2706,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3516,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2202,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2893,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3497,P_M_bill_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4776,P_M_boris_johnson.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3476,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3346,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3561,E_F_jennifer_aniston.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3569,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2547,E_M_michael_caine.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3094,P_M_david_cameron.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2056,E_M_Hugh_Grant.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2721,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2553,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3101,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2539,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2984,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3232,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3619,P_M_boris_johnson.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2907,E_F_keira_knightley.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2791,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3650,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
5311,E_F_Judi_Dench.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3813,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3144,E_F_keira_knightley.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2991,E_F_Judi_Dench.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
5046,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
4415,E_M_robert_de_niro.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3964,E_F_Judi_Dench.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3950,E_F_angelina_jolie.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3388,E_M_Hugh_Grant.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
3310,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
2933,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,61484dd5aaa31d99ccac968e,"05/04/2022, 09:51:19"
