RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3461,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
4019,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1774,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
4313,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2104,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2891,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2681,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3154,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2126,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2771,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2302,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3093,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3016,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3107,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
4364,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2501,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3241,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3789,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2739,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3266,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
4356,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3571,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3471,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2417,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2397,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2315,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2429,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2056,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2162,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2423,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2358,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1986,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2533,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2664,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2571,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2437,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2247,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3866,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
12576,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1972,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
30710,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
5046,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
4000,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2245,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2095,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2017,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
4615,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1953,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
6048,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2656,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2079,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2268,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3578,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1976,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2125,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2230,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2151,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2718,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2077,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3558,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2147,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2402,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2445,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2268,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2027,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2203,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2352,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2216,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3327,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1836,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2289,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1934,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2592,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1868,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2580,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1886,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2411,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1873,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2437,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1615,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2236,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2996,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2061,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1929,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2456,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2367,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2234,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
5425,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
5948,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2498,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2619,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2642,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2364,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2377,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2756,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
3194,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2177,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1858,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2319,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
4086,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1601,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2150,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1498,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2309,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2155,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1618,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1790,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1553,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2050,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2688,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1785,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1424,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2701,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2146,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1963,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1838,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1954,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1347,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1708,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1434,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2138,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2593,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2191,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1591,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1458,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1813,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1937,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
2341,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1793,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
1712,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6137e8f606da0457071cbcfc,"07/06/2022, 17:17:16"
