RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3068,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3103,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2049,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2484,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3629,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2687,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2349,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2921,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2752,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2745,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4291,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1959,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2180,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3067,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2753,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2432,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2085,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2431,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2838,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1505,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2115,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2393,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1792,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
3024,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1968,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2723,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1821,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2945,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2641,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
4593,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1918,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1850,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1887,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1851,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2225,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2745,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1786,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2004,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2114,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1674,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2629,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2446,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
2117,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
1878,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
9668,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
file,isFamiliar,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
P_M_keir_starmer.png,0,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
P_M_david_camer.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
E_M_Michael_McIntyr.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
P_M_nigel_farage.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
P_M_Gordon_Brown.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
E_F_Jennifer_Saunders.png,0,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
E_F_Dawn_Roma_French.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
P_M_Sajid_Javid.png,0,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
E_M_Peter_Kay.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
P_M_jeremy_corbyn.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
E_F_Sarah_Millican.png,0,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
P_M_Tony_Blair.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
E_M_Simon_Pegg.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
P_F_Theresa_May.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
E_M_Ewan_McGregor.png,0,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
E_M_Russell_Howard.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
P_F_nicola_sturge.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
P_M_Michael_Gove.png,0,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
E_F_Julie_Walters.png,0,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
E_M_Jimmy_Carr.png,1,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
age: 25,gender: Female,handedness: right,55cff4a834e9060012e57407,"07/06/2022, 17:29:16"
