RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2501,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2013,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3045,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
4026,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2646,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3004,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2086,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2242,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1587,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2560,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2939,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2534,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
4438,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2919,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2592,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2765,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2663,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2998,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2294,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3309,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2411,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2302,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2192,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3791,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2981,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
4795,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1919,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2093,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2670,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2887,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3994,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3477,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2623,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
7332,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1955,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2813,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2766,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3314,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2068,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2755,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1954,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2937,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2541,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
5468,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3771,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
4473,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2422,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2619,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2217,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3402,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3184,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3599,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
4954,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2333,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2880,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2540,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3074,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
4211,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
4877,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2579,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2363,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2136,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3486,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2308,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2465,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3351,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2179,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
4195,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3050,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
5484,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3643,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1890,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2599,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2611,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2944,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2930,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3524,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2384,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2643,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2308,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2464,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3257,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2049,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1915,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3109,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
5056,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3339,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3521,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2047,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3802,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2142,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3583,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2035,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3718,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1734,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2311,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1996,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2897,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3178,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2542,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3270,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2111,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2435,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2812,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
5398,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2136,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2027,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2122,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1752,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2665,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3955,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2563,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
3579,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2399,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
4370,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
2744,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
4925,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
1884,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a625b1663394a0001554753,"07/06/2022, 17:18:43"
