RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2287,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1896,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1738,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2150,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2504,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3888,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1742,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
5161,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2598,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1906,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2485,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2565,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2962,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1916,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2303,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1918,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2793,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
4720,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3074,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2928,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2175,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2415,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3196,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2592,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2203,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2093,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3015,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2146,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3014,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1677,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2755,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2730,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2709,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2323,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2247,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1999,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1958,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
1847,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3342,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2239,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2915,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
3926,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2772,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2577,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2794,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2295,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
2514,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
file,isFamiliar,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
E_M_Simon_Pegg.png,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
P_M_david_camer.png,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
E_F_Sarah_Millican.png,0,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
P_M_nigel_farage.png,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
P_M_Tony_Blair.png,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
E_M_Jimmy_Carr.png,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
P_M_Michael_Gove.png,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
P_F_Theresa_May.png,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
P_M_keir_starmer.png,0,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
E_F_Julie_Walters.png,0,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
P_M_Gordon_Brown.png,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
E_M_Michael_McIntyr.png,0,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
E_F_Dawn_Roma_French.png,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
E_M_Peter_Kay.png,0,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
P_F_nicola_sturge.png,0,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
E_M_Russell_Howard.png,0,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
E_F_Jennifer_Saunders.png,0,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
E_M_Ewan_McGregor.png,0,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
P_M_Sajid_Javid.png,0,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
P_M_jeremy_corbyn.png,1,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
age: 29,gender: Female,handedness: right,5c2fd3b663228200017facfa,"07/06/2022, 17:18:58"
