RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1127,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2607,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2206,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1486,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1655,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1815,Politics_michaeliM.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1238,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2480,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1975,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1752,Politics_peretz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1807,Politics_benet.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1758,Entertainment_har_lev.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2495,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2566,Entertainment_Ivri2.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2543,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
3799,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1726,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
2558,E_katorza2-250x341.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
1238,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
file,isFamiliar,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Entertainment_ornaBanai.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Politics_lapid.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Entertainment_shani.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Politics_liberman2.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Entertainment_shimi.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Entertainment_mushonov.jpg,0,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Entertainment_har_lev.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
E_guri2-250x310.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Entertainment_rita.jpg,0,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Entertainment_HassonShaher.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Politics_shaked.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Politics_zamir.jpg,0,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Entertainment_Ivri2.jpg,0,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Politics_peretz.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Politics_michaeliM.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Politics_smootch.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
E_katorza2-250x341.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Entertainment_yanai.jpg,0,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Politics_benet.jpg,1,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
Politics_yehimovitz.jpg,0,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
age: 24,gender: M,handedness: right,5d02695334bace00012a468c,"06/08/2022, 13:26:31"
