RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1914,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1734,Entertainment_Ivri2.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
2089,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1714,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1990,Entertainment_Ivri2.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
3197,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1952,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
2050,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1671,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
3224,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1440,E_katorza2-250x341.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1901,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1940,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1621,E_guri2-250x310.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1735,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1709,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1459,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
2099,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
2771,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
2063,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1477,Politics_lapid.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
2738,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1309,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1380,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1479,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1766,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1994,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1584,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
2012,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1388,Entertainment_ornaBanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1527,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1482,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1971,Entertainment_ornaBanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1593,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1472,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
2456,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1503,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,2,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1596,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1176,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1756,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
1468,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
file,isFamiliar,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
E_katorza2-250x341.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Politics_peretz.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Entertainment_Ivri2.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Politics_shaked.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Politics_liberman2.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Politics_yehimovitz.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Entertainment_rita.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Entertainment_ornaBanai.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Entertainment_yanai.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Entertainment_har_lev.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Entertainment_HassonShaher.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Politics_zamir.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Politics_smootch.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
E_guri2-250x310.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Entertainment_shimi.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Politics_benet.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Entertainment_shani.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Entertainment_mushonov.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Politics_lapid.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
Politics_michaeliM.jpg,1,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
age: 25,gender: F,handedness: right,5f82fd997dab234303560326,"06/08/2022, 09:59:10"
