RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2451,Entertainment_ornaBanai.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2759,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2410,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2392,E_katorza2-250x341.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2150,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2472,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2414,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1805,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
3252,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2791,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2368,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1944,E_katorza2-250x341.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1839,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2448,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1651,Entertainment_har_lev.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2514,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
3585,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
3683,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
3448,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2215,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2902,Entertainment_mushonov.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2422,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
3547,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2489,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2751,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2430,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
3181,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2642,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1595,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
3816,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2219,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1943,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2044,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2269,Entertainment_ornaBanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
1670,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2499,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
2060,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
file,isFamiliar,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Entertainment_har_lev.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Politics_liberman2.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Politics_zamir.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Entertainment_rita.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
E_guri2-250x310.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Politics_yehimovitz.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Politics_shaked.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Entertainment_shimi.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Entertainment_yanai.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Politics_smootch.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Entertainment_mushonov.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Entertainment_shani.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Politics_benet.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Politics_michaeliM.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
E_katorza2-250x341.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Entertainment_ornaBanai.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Entertainment_Ivri2.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Entertainment_HassonShaher.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Politics_peretz.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
Politics_lapid.jpg,1,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
age: 30,gender: M,handedness: right,5fb867b2efe4a55abcf54f1f,"06/08/2022, 15:54:43"
