RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2368,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5dea8601152165018287b658,"06/08/2022, 13:47:18"
3505,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
4682,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5dea8601152165018287b658,"06/08/2022, 13:47:18"
11090,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2125,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2524,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2114,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2456,Entertainment_yanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1801,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2267,Entertainment_har_lev.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1561,Entertainment_har_lev.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2328,Entertainment_Ivri2.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1730,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2783,Entertainment_Ivri2.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1456,Politics_liberman2.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2353,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1825,E_katorza2-250x341.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1893,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2371,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2006,Politics_yehimovitz.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2281,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1569,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2544,Politics_michaeliM.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1569,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1590,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1983,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2430,E_guri2-250x310.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1436,E_guri2-250x310.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2217,Entertainment_har_lev.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5dea8601152165018287b658,"06/08/2022, 13:47:18"
3311,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
4332,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1886,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1898,Entertainment_shani.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1984,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2220,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2256,E_guri2-250x310.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1609,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1992,Entertainment_Ivri2.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1453,Entertainment_ornaBanai.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1951,Entertainment_shimi.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2675,Entertainment_shimi.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2453,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1776,E_katorza2-250x341.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2359,Entertainment_HassonShaher.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,2,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2057,Entertainment_mushonov.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2458,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1558,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1661,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1772,E_katorza2-250x341.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2672,Entertainment_shimi.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2279,Entertainment_yanai.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1548,Entertainment_HassonShaher.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1197,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
3481,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1913,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1414,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1760,E_katorza2-250x341.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2335,Politics_shaked.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2809,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1221,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2928,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1489,Entertainment_ornaBanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2725,Entertainment_mushonov.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1878,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2035,Entertainment_har_lev.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2335,Entertainment_ornaBanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2490,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1277,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1022,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2041,Politics_lapid.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2203,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1834,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1332,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1779,Entertainment_mushonov.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
985,Entertainment_yanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1714,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1401,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1723,Entertainment_rita.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2664,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2784,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2592,Entertainment_HassonShaher.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1708,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2420,Politics_peretz.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1753,E_guri2-250x310.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1831,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1377,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1910,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1290,Entertainment_rita.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2054,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1876,Entertainment_shani.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1646,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1365,E_katorza2-250x341.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1283,Entertainment_rita.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2876,Entertainment_rita.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1698,Entertainment_shimi.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1800,Entertainment_ornaBanai.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2129,Entertainment_ornaBanai.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5dea8601152165018287b658,"06/08/2022, 13:47:18"
2103,E_katorza2-250x341.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1227,Entertainment_mushonov.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
1480,Entertainment_Ivri2.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dea8601152165018287b658,"06/08/2022, 13:47:18"
