RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2578,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3268,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3446,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
9991,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
7897,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
11035,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
5796,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3164,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3160,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3931,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2225,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3133,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3495,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3329,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2627,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
6031,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3482,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2629,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3631,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3545,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2527,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3095,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2829,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2855,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2534,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2896,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4185,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2541,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2662,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2526,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2761,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
5748,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3629,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3690,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2649,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2598,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2375,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3332,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3049,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2792,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3248,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2677,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
5212,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3745,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3780,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3265,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
5831,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4711,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2411,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3264,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2832,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2263,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2865,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
6293,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4280,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3514,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
5899,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4427,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2662,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3614,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4156,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2133,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3792,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3531,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2666,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2646,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2907,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2970,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3007,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2631,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2260,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2664,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3283,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3117,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4257,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3335,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2808,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2664,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3046,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
5976,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
8514,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
2891,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
3864,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
4516,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
5615,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c28cac3867f660001ae9c4a,"07/06/2022, 20:01:23"
