RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2760,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3448,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4261,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4342,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3588,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5979,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3635,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4317,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2892,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
28494,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6972,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2572,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4480,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4149,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6172,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3583,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4958,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
10754,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
13928,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
38095,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3316,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3926,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
8521,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2459,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4117,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3116,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4668,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
21550,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3663,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4590,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
2730,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5362,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
42541,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6539,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3116,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
3468,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4218,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6393,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4440,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
112030,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
11760,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
49014,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
164135,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4179,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
5589,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4495,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
6310,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
106764,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
4210,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
8725,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
19018,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
file,isFamiliar,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
P_M_david_camer.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
P_M_Tony_Blair.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
P_M_jeremy_corbyn.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
P_M_nigel_farage.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
E_F_Jennifer_Saunders.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
E_F_Julie_Walters.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
E_F_Sarah_Millican.png,0,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
E_F_Dawn_Roma_French.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
E_M_Michael_McIntyr.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
P_F_Theresa_May.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
E_M_Simon_Pegg.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
P_M_Sajid_Javid.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
E_M_Ewan_McGregor.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
P_M_Gordon_Brown.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
E_M_Peter_Kay.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
E_M_Russell_Howard.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
E_M_Jimmy_Carr.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
P_F_nicola_sturge.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
P_M_keir_starmer.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
P_M_Michael_Gove.png,1,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
age: 27,gender: Female,handedness: right,5ac228c50527ba0001c1f6bb,"07/06/2022, 19:42:18"
