RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4338,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
12367,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4609,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
6252,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2768,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2088,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
24157,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1321,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1957,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2974,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3919,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
21759,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3703,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3619,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4207,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3892,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2808,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1734,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2244,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4149,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2609,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2757,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1848,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4708,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2295,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2758,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4706,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2032,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3332,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4286,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3149,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
16526,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
5648,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1825,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
22593,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2058,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
7094,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1948,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2574,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2617,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1742,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4299,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
20531,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1633,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2494,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2219,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4748,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1086,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1888,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2337,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
48774,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
926,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1005,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1818,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1529,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2726,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2683,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
7029,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2912,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3420,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3121,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3663,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
5398,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1978,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2643,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
6463,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2481,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3894,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3034,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2300,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1767,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4455,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
11652,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3244,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2170,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3353,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3009,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3132,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
6934,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2031,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
8299,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3357,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
6350,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3986,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4867,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
14638,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
7221,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
16223,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4158,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2960,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3371,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2211,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3450,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
27296,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
23964,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1047,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1002,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1133,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3946,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
4688,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2664,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2092,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3198,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2212,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3055,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
1581,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3876,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
10207,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
19660,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
5001,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
3060,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
5392,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2306,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
2313,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fbf4a93bcce0548755ae7d,"07/06/2022, 18:57:44"
