RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4523,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5234,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
10486,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5997,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4875,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3197,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
14050,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
8128,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
14341,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3946,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
7793,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4603,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5765,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
7788,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
23222,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
18912,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
9390,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
12227,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
8072,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4370,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
6003,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5491,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
6774,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
8419,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4834,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
13497,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5854,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4818,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
7133,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3499,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
7702,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5460,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3531,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3269,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
6309,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4189,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5378,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4076,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3619,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5538,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3176,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
25417,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
8264,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3571,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5210,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3282,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3461,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2805,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
8189,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
9316,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3075,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3207,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2878,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4089,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3762,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4218,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3976,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4281,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2757,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4368,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5531,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
7858,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2913,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2740,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2732,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2388,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2897,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5577,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3763,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2650,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3117,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4845,E_F_Jennifer_Saunders.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2809,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2512,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3909,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3844,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5287,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5450,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
2499,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3408,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
3081,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
4437,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
5894,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
7283,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
20392,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,611fb8ddcc7bb35d86ec0714,"07/06/2022, 18:59:53"
