RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
4526,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
1838,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
file,isFamiliar,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
P_M_Michael_Gove.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
E_M_Peter_Kay.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
E_M_Simon_Pegg.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
P_F_Theresa_May.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
E_M_Jimmy_Carr.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
E_F_Julie_Walters.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
E_M_Michael_McIntyr.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
E_M_Russell_Howard.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
P_F_nicola_sturge.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
P_M_nigel_farage.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
P_M_jeremy_corbyn.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
P_M_Sajid_Javid.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
E_F_Sarah_Millican.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
P_M_Gordon_Brown.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
P_M_Tony_Blair.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
P_M_keir_starmer.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
E_F_Jennifer_Saunders.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
E_F_Dawn_Roma_French.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
P_M_david_camer.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
E_M_Ewan_McGregor.png,1,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
age: 26,gender: Female,handedness: right,62c5c6430467d6c7b9147667,"07/06/2022, 18:32:09"
