RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
705,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1088,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
711,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1309,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
871,E_M_Russell_Howard(10).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
695,P_M_jeremy_corbyn(2).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
904,P_M_jeremy_corbyn(2).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
2080,E_M_Michael_McIntyr(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1160,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
681,E_F_Julie_Walters(20).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
738,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
752,P_M_david_camer(14).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1072,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1503,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,1,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1192,P_M_Sajid_Javid(4).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
692,E_F_Jennifer_Saunders.png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
763,E_M_Peter_Kay(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
799,E_F_Dawn_Roma(4).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
864,E_F_Jennifer_Saunders.png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
785,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
746,E_M_Peter_Kay(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1787,E_M_Michael_McIntyr(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
827,E_M_Jimmy_Carr(5).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
796,E_M_Ewan_McGregor(3).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1359,E_F_Jennifer_Saunders.png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1105,E_F_Julie_Walters(20).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
677,E_F_Sarah_Millican(1).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
699,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
710,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1299,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
887,E_M_Russell_Howard(10).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
774,E_M_Jimmy_Carr(5).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
815,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1535,E_F_Dawn_Roma(4).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
722,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1166,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1052,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1292,E_F_Julie_Walters(20).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
929,E_F_Sarah_Millican(1).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1159,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
694,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
856,P_F_nicola_sturge(10).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
762,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
726,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1030,E_M_Peter_Kay(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
2000,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1369,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1435,E_F_Julie_Walters(20).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1323,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
658,P_F_Theresa_May(3).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
716,E_F_Jennifer_Saunders.png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
669,E_M_Ewan_McGregor(3).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
650,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1330,E_M_Michael_McIntyr(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
702,P_M_keir_starmer(6).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
642,E_F_Dawn_Roma(4).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
658,E_M_Simon_Pegg(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
647,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
809,E_M_Ewan_McGregor(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
2646,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
856,E_F_Sarah_Millican(1).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
803,P_F_Theresa_May(3).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
766,E_M_Peter_Kay(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
701,E_M_Ewan_McGregor(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
573,E_M_Ewan_McGregor(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
806,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
914,E_F_Julie_Walters(20).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1243,E_M_Simon_Pegg(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
618,E_F_Julie_Walters(20).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1558,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1107,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1145,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
810,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
693,E_M_Ewan_McGregor(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
692,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
2429,P_M_Gordon_Brown(19).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1071,P_M_Gordon_Brown(19).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1057,E_M_Peter_Kay(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1636,E_M_Michael_McIntyr(8).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
990,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
639,P_F_Theresa_May(3).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
976,E_M_Ewan_McGregor(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
736,E_M_Russell_Howard(10).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
764,E_F_Julie_Walters(20).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1217,E_F_Dawn_Roma(4).png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
735,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
714,E_M_Peter_Kay(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
648,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
801,E_M_Russell_Howard(10).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
992,P_M_nigel_farage(5).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
827,E_M_Simon_Pegg(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
801,E_M_Jimmy_Carr(5).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
738,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
759,P_M_nigel_farage(5).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
707,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
707,E_F_Sarah_Millican(1).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
698,P_F_nicola_sturge(10).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1639,E_M_Michael_McIntyr(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1574,E_F_Julie_Walters(20).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1041,P_M_david_camer(14).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
719,E_F_Dawn_Roma(4).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
746,E_F_Dawn_Roma(4).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
860,E_M_Jimmy_Carr(5).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1089,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1505,E_M_Jimmy_Carr(5).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1297,E_F_Sarah_Millican(1).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
866,E_F_Dawn_Roma(4).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
952,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1402,E_M_Michael_McIntyr(8).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1355,E_M_Russell_Howard(10).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1150,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1591,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1553,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1389,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
1223,E_F_Dawn_Roma(4).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60d06a76e9c3333904d90ffc,"10/27/2022, 14:27:48"
