RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2614,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
7133,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
6797,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
5007,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2834,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2907,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2346,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2895,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2634,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2952,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2252,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2676,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2568,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2411,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3815,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3007,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3447,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3910,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2247,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2879,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4473,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2671,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4823,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2824,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2754,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4225,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3866,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2508,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2498,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3408,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3536,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4183,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3159,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2433,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3985,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1834,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1989,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2005,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1838,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1963,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1886,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1549,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
26369,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3265,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2601,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3429,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2850,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2410,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4161,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3574,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2382,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
13814,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3048,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2546,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3952,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3802,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2421,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3972,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
6329,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2548,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4487,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3026,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
5800,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2741,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2915,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4748,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4109,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4827,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3340,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2423,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2339,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1768,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2364,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1986,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
8130,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2305,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2040,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2196,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2061,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1746,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2698,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1635,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2097,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1629,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2045,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4087,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3521,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2643,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1828,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1947,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3206,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
5236,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2018,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
5727,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3096,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2976,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
8087,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3355,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2757,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2216,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3535,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4200,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4810,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
6277,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2735,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2628,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
9063,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
5219,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3987,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3227,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
7499,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4034,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2895,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
12641,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2783,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
7194,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
6555,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
4114,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2677,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1888,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2593,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2134,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2670,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2313,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1852,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2236,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
1770,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3477,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2425,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
3230,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
2225,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,616066e4be6f0194d2a451a3,"06/30/2022, 14:06:30"
