RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1959,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2158,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2715,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
5476,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2757,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2963,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
4664,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2520,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2409,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3020,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3378,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3109,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2157,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3124,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3982,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2019,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3796,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2286,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3610,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3316,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2084,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1805,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3029,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2454,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3992,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3733,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3020,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3918,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2158,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1993,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3261,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
10952,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2534,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2206,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1977,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2441,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2678,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2489,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2193,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2849,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2316,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2734,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3990,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2111,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1855,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
4768,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2658,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2268,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3686,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1913,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
5294,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2189,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3687,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2409,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2145,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2655,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2153,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2337,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3375,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2844,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2840,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3389,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
4032,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2740,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2178,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1754,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1942,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1761,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
5151,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3143,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
6086,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2667,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2796,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2848,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
4396,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1902,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2413,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2253,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1992,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2494,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2310,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3909,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3450,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2375,P_M_keir_starmer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
3182,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2623,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
1967,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
4682,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2780,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2693,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2166,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2007,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2127,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2890,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
4137,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2088,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
2101,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c4602713d08e80001369876,"06/30/2022, 14:57:52"
