RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4046,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2653,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
9494,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3412,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2575,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2163,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3276,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4193,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
4214,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3970,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2772,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
8565,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2031,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
5925,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2959,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
12574,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2555,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3635,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
5240,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2893,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
1864,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3416,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2151,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2844,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2347,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2083,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
1955,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2066,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2277,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
5651,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3382,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
6448,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2102,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2700,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2089,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3138,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2486,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2002,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2948,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
5250,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2747,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,580886502e30a90001da9441,"04/26/2022, 13:51:54"
3300,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2542,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2847,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
2116,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,580886502e30a90001da9441,"04/26/2022, 13:51:54"
file,isFamiliar,580886502e30a90001da9441,"04/26/2022, 13:51:54"
E_F_keira_knightley.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
P_F_tehresy_may.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
E_M_michael_caine.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
P_F_hillary_clinton.jpg,0,580886502e30a90001da9441,"04/26/2022, 13:51:54"
E_M_robert_de_niro.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
P_M_Tony_Blair.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
P_M_david_cameron.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
P_M_george_Wbush.jpg,0,580886502e30a90001da9441,"04/26/2022, 13:51:54"
P_M_donald_trump.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
E_M_tom_hankes.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
E_F_sandra_bullock.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
E_M_Hugh_Grant.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
E_F_Kate_Winslet.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
P_M_boris_johnson.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
E_M_nicolas_cage.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
P_M_bill_clinton.jpg,0,580886502e30a90001da9441,"04/26/2022, 13:51:54"
P_F_nicola_sturgeon.jpg,0,580886502e30a90001da9441,"04/26/2022, 13:51:54"
E_F_jennifer_aniston.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
E_F_angelina_jolie.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
E_F_Judi_Dench.jpg,1,580886502e30a90001da9441,"04/26/2022, 13:51:54"
age: 34,gender: Female,handedness: left,580886502e30a90001da9441,"04/26/2022, 13:51:54"
