RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3716,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7394,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3945,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3793,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6969,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5909,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3227,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5015,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5900,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5490,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6910,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5272,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5168,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5899,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3782,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4519,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6703,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8499,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6932,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3908,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5798,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4639,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7769,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6888,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5744,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8573,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4730,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4667,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8688,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7122,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7669,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6189,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4889,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6153,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5765,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7668,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7608,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7141,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5467,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8681,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5291,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4689,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4257,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6584,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4377,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5900,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4404,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3074,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6793,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
2324,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5050,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
10143,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8104,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6069,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5470,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9332,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7173,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5283,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7732,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4996,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7996,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4860,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6237,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
10599,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6186,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
10102,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
11344,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3753,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8046,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5272,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5057,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5148,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5440,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5529,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4192,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4258,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7624,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3234,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5072,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4359,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4100,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6809,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7412,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7695,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9883,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9513,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4233,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5392,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4986,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7829,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8362,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9344,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9629,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
2558,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3476,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
6990,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5867,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4250,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7131,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7134,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4982,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
11270,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3857,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8403,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5226,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
3445,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7142,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4009,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8249,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5635,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4153,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5876,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8544,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8739,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
11366,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4633,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
10035,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
2327,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
8634,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5697,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
4849,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9398,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
2240,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
7332,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
9574,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
5536,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d73e916515c8b001bed0c5d,"04/26/2022, 14:04:44"
