RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9046,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
10127,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7009,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9057,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
10907,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6163,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6760,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9487,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6296,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
10984,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6402,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
15185,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6560,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
14015,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7367,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9334,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5965,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
11699,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6276,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6445,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7262,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7706,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
10278,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7013,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
15924,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9345,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6407,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9438,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7856,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9944,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5788,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7697,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
10743,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
11268,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
4764,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9841,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6180,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
11903,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7362,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5387,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6225,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8470,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5122,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6328,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
11294,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6963,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
10013,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7800,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8311,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6350,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8461,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7342,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
4796,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6374,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
12083,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6716,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
12170,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7527,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6342,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6079,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
11091,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7491,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6663,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7962,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6693,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9081,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
13573,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
12437,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9288,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8705,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8949,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9846,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9765,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9429,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6127,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6021,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5881,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
9488,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6632,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5911,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7846,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6535,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5800,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
10444,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5368,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5816,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6264,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7383,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6611,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7411,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7247,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
4926,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
10328,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8117,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
10960,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6191,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7594,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5923,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7705,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7461,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6870,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7716,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6447,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8425,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7236,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
11767,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
7958,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6803,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6865,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5647,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5431,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8427,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6376,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6413,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6714,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
8845,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
4862,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6165,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
13175,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
5577,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
6598,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59bd1b8b3a9ab60001119adb,"04/26/2022, 14:06:12"
