RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4146,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3817,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3192,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4511,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4976,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4087,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3339,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
6074,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3634,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
12211,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2757,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3834,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4696,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2656,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4582,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4516,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
6759,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4554,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3970,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5934,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3196,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3436,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2825,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2834,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3249,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3979,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4155,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
6686,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4330,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3613,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5472,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3054,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2944,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2378,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2216,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2844,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
6570,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3152,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4304,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4446,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2454,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4084,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2565,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3728,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2679,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2155,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3994,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4029,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2105,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3911,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4099,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3710,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3874,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2941,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2099,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4131,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4352,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2642,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3808,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3431,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2526,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3738,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2946,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2670,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4701,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4646,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3423,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2265,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3658,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3338,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3410,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2551,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5488,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4044,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5048,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2630,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5947,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2503,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2469,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2551,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3589,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4099,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2406,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3149,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2028,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3516,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4350,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2351,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2599,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3441,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3204,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4168,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
1790,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2318,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4998,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2166,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3330,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2936,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3916,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
5122,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3722,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2528,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3453,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2462,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2209,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2375,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3718,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3942,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2971,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2543,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2479,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2078,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2674,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3875,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2696,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2387,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3113,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2578,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
3715,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2687,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
4604,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
2286,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f0ebcdf13efbf091b37c4b4,"04/26/2022, 14:00:15"
