RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3986,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2240,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2212,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2910,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
4205,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3940,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2175,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3522,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3065,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2982,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
5789,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2462,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
4181,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2722,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2115,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2534,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2212,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
1867,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
4239,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
4316,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2418,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3204,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3502,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2024,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2922,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3256,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2602,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3401,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2566,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2184,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3168,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
5045,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2200,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2442,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2450,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3433,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2431,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2234,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2828,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3572,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2512,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2869,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3486,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
2618,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3158,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3579,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
1859,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
3068,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
file,isFamiliar,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
P_F_tehresy_may.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
E_M_robert_de_niro.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
P_M_david_cameron.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
E_M_nicolas_cage.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
E_F_Judi_Dench.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
E_M_michael_caine.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
E_F_jennifer_aniston.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
E_M_Hugh_Grant.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
P_M_george_Wbush.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
P_M_bill_clinton.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
E_F_angelina_jolie.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
P_M_boris_johnson.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
P_F_nicola_sturgeon.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
E_F_keira_knightley.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
E_F_Kate_Winslet.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
P_F_hillary_clinton.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
E_M_tom_hankes.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
P_M_Tony_Blair.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
E_F_sandra_bullock.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
P_M_donald_trump.jpg,1,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
age: 32,gender: Female,handedness: right,5bef213956a3210001067bc2,"04/26/2022, 13:51:09"
