RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
10432,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2325,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
5433,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2630,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2368,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2556,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4220,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2261,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
11882,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
6112,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2461,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
7986,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
6773,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4774,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
7348,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4787,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3883,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2536,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
8641,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4034,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
37752,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
12363,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
5351,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
6323,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
12727,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
6674,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
49061,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2711,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2164,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2753,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
7667,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3170,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2247,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2492,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
8002,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
32416,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4315,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3551,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
127052,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2667,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
90664,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
28973,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2622,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4900,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2847,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4370,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4262,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
14538,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
37775,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
155961,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
1549,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2481,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2911,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2989,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
5277,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
7005,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2490,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2134,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
57574,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2143,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2161,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
11269,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2277,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3280,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3203,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
1564,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
1602,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2837,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3289,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2063,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
13599,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2510,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3018,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3173,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
10350,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
6805,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
1500,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4418,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2991,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2270,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3047,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
34516,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2041,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4852,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
4064,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2819,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
1864,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2272,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2521,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
2967,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
5799,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
3458,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60b9c3e861a7d399a18606c9,"04/26/2022, 14:09:29"
