RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4086,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3595,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3148,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5560,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4674,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3186,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4677,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2996,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3972,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4407,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3999,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5519,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3307,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3026,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
2567,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4924,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3367,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
3092,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
4092,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5607,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
5032,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,611afe6352a0169eaf07f978,"04/26/2022, 14:00:04"
