RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2573,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2186,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
7695,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2399,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3461,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2681,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
6773,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3119,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4609,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5460,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3073,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3336,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4983,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2352,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3784,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3194,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2148,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5757,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3011,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5826,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3404,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3154,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
8086,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2516,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3377,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2183,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3073,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2738,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
16036,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2171,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3876,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
6408,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
1711,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4200,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3239,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2164,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2834,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2989,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3975,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3069,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3475,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5152,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2413,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
6601,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4941,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2208,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4270,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4361,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
6794,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
6608,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3517,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2227,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3264,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2579,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2461,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5472,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3157,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2944,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4199,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3983,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4325,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2748,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
6219,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4345,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4992,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2588,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2174,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2492,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4593,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3291,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2390,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2591,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3339,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3396,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3997,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
7941,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5280,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
10651,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
6891,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
6342,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
10911,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2965,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
23234,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3552,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2550,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3172,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2437,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2662,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3510,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3661,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
6153,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
9869,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
9422,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3679,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2483,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3120,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2427,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3212,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3149,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3739,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4484,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2421,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3998,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3548,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5444,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4140,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2236,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3030,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
2951,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
4546,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
3248,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
5955,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
6330,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,6054b31bb0b1a5d777767e47,"04/26/2022, 13:56:08"
