RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
4330,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
9146,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
6760,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
11160,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3720,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3137,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3194,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
4237,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3529,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3146,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3173,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
4777,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3927,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
7610,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3373,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
42152,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
5993,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3219,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
5263,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
6386,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3616,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3668,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3619,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3493,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3933,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
12660,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
2721,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
23376,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
7419,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
14018,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
5538,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
4714,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
4981,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
4469,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
5646,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
9014,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
171258,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3172,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
4881,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
2793,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
4264,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
2850,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
10786,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
14136,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3615,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
4468,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
5774,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
46381,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
4604,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
3665,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
4109,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
13237,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
6249,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
file,isFamiliar,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
E_M_nicolas_cage.jpg,0,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
P_M_boris_johnson.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
E_M_tom_hankes.jpg,0,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
E_M_Hugh_Grant.jpg,0,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
E_F_Judi_Dench.jpg,0,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
P_F_tehresy_may.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
P_F_nicola_sturgeon.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
E_M_michael_caine.jpg,0,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
E_F_jennifer_aniston.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
E_F_Kate_Winslet.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
P_M_bill_clinton.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
P_M_david_cameron.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
E_M_robert_de_niro.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
P_M_george_Wbush.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
E_F_sandra_bullock.jpg,0,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
P_M_Tony_Blair.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
E_F_keira_knightley.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
E_F_angelina_jolie.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
P_M_donald_trump.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
P_F_hillary_clinton.jpg,1,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
age: 28,gender: Female,handedness: right,60394fde95a5a03dcc668c4b,"04/26/2022, 14:20:25"
