RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2397,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4110,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2413,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3335,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3624,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3587,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
6604,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4067,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2831,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2808,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3359,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4606,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5148,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5878,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5170,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3248,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5715,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3440,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3941,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2621,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3125,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5606,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4774,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3587,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3291,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3064,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3082,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2604,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4150,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
7274,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
8089,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
6901,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3126,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3962,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3916,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4736,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2912,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3398,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3022,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2374,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2477,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3352,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2522,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3545,E_F_Dawn_Roma_French.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
6587,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
6002,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5215,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2960,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
8921,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
11634,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
11778,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2809,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
11721,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2517,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3145,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
13885,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3209,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3732,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5737,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
8715,P_M_Gordon_Brown.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5545,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
14031,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3065,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
8094,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2266,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5211,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
7690,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4103,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
10713,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
14032,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3487,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3939,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
7564,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4504,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3190,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2560,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4668,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
17680,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4064,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3713,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2812,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3061,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
25565,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
27087,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4065,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2333,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4377,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
6353,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
11821,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3525,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3438,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2961,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
38997,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
33847,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2502,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4748,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5194,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4210,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3562,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3604,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3023,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2583,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
4293,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
6734,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2270,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3877,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
2433,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3357,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
31466,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
5316,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
11385,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
3604,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d53ece21e9091000105526a,"10/13/2022, 14:21:15"
