RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2663,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3682,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
11668,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
8575,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
11276,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
23960,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3950,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6737,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6855,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
7405,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6019,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
16271,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
8440,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3198,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6336,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
37581,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3518,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5288,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2688,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3852,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3238,E_F_Dawn_Roma_French.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4089,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6059,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
36911,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
34922,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
12740,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
24788,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3569,P_M_nigel_farage.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
26740,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3601,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3687,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4349,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4069,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
40765,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
22375,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
30577,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3515,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3461,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4177,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
21779,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2526,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2711,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
25900,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
19662,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4182,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
54241,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
10771,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5483,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3571,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3103,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
43570,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3602,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
86475,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
28739,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
70125,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3860,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4399,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2685,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2605,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3759,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5539,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6635,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4163,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3826,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3405,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5007,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6853,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6368,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3410,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5053,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
9150,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
7284,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2231,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2944,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2594,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3755,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5425,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6357,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
7342,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6812,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5607,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6927,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2621,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5063,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5908,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5112,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3739,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6654,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2640,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3490,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4932,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4274,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5161,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3812,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
5792,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
222571,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3664,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3713,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
87066,E_M_Jimmy_Carr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2293,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3180,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4640,P_M_keir_starmer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6495,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
8268,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3247,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3057,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
4960,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
7551,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6957,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2376,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
6414,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3530,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
2649,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
3745,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
35367,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,62c5d0cfdf443d24e054d302,"10/13/2022, 15:07:06"
