RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2031,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2945,E_M_Jimmy_Carr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
7175,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3235,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3073,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3619,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2074,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
17317,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2236,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2239,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
5112,E_M_Jimmy_Carr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1475,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2047,P_M_david_camer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2097,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2411,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
6091,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3080,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2474,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
33040,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3671,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2894,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2838,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1962,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
5769,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
6014,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2181,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3263,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1399,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2726,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4879,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2840,E_F_Sarah_Millican.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2723,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
26877,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1942,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2793,E_F_Dawn_Roma_French.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2326,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3668,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3478,E_M_Jimmy_Carr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3568,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
7534,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
16078,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
18733,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3215,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3518,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2982,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3783,E_F_Jennifer_Saunders.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4371,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4926,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2315,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2019,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4492,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1941,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2094,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4069,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2047,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
14302,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3087,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1861,E_M_Ewan_McGregor.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
1946,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2496,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2173,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4594,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4950,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3742,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2836,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
5957,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2980,P_M_jeremy_corbyn.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3357,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3885,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2086,P_M_Michael_Gove.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2693,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
6101,P_F_Theresa_May.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
8312,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2175,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
6441,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
5828,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
12010,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2155,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
7843,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2348,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
4093,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3873,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
2637,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
3627,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
7790,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5d6b14230da3310001982390,"10/13/2022, 14:25:07"
