RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1745,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2072,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1514,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2380,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2276,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1439,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1602,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1165,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1231,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1335,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2875,E_F_Dawn_Roma_French.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1779,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1461,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2015,P_M_Gordon_Brown.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
6542,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1053,E_F_Julie_Walters.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
6629,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2401,E_M_Ewan_McGregor.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1046,E_F_Dawn_Roma_French.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2098,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
46808,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1313,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1825,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1328,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1603,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1558,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1513,P_M_nigel_farage.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1618,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1980,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1417,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1609,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1416,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1779,E_F_Sarah_Millican.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1379,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1491,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2358,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1736,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2639,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1759,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1838,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
2291,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1246,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1659,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1536,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1275,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1209,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
1609,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
file,isFamiliar,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_Sajid_Javid.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_F_Theresa_May.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_F_Jennifer_Saunders.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_F_nicola_sturge.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Peter_Kay.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_david_camer.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_jeremy_corbyn.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_Tony_Blair.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_F_Sarah_Millican.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Michael_McIntyr.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_Michael_Gove.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_Gordon_Brown.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_F_Dawn_Roma_French.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Ewan_McGregor.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_keir_starmer.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Simon_Pegg.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_nigel_farage.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Russell_Howard.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_F_Julie_Walters.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Jimmy_Carr.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
file,imageryAns,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_Tony_Blair.png,1,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Russell_Howard.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_jeremy_corbyn.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_Michael_Gove.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_Sajid_Javid.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_F_Jennifer_Saunders.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_F_Dawn_Roma_French.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_nigel_farage.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_F_Sarah_Millican.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_F_Theresa_May.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Peter_Kay.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_david_camer.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Simon_Pegg.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_F_Julie_Walters.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Michael_McIntyr.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_Gordon_Brown.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Ewan_McGregor.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
E_M_Jimmy_Carr.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_F_nicola_sturge.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
P_M_keir_starmer.png,2,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
age: 32,gender: Male,handedness: right,5fa3f95e37e424055200c834,"10/13/2022, 14:09:19"
