RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2579,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1957,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2116,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2605,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
3791,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2080,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2244,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2533,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2660,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2238,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
3296,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1702,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1752,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2980,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1568,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1770,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1652,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2323,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1966,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2193,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2062,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
4487,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
3111,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2237,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1871,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2123,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1719,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2279,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2077,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2294,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1991,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2091,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1901,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1696,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2053,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
3641,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1991,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2503,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2645,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1935,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2180,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1822,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2972,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1839,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
3335,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2607,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1869,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1788,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1951,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1557,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2039,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2678,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2285,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
3777,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
2345,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
1903,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
file,isFamiliar,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_F_tehresy_may.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_M_Martin_Freeman.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_M_david_cameron.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_F_PRITI_PATEL.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_M_nicolas_cage.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_F_hillary_clinton.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_F_Kate_Winslet.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_F_angela_rayner.jpg,0,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_M_anthony_hopkins.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_M_michael_caine.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_M_liam_neeson.jpg,0,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_F_keira_knightley.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_M_Tony_Blair.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_M_george_Wbush.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_F_angelina_jolie.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_M_donald_trump.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_F_jennifer_aniston.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_M_bill_clinton.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_F_sandra_bullock.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_M_Hugh_Grant.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_F_esther_mcvey.jpg,0,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_M_boris_johnson.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_F_Judi_Dench.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_M_tom_hankes.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
E_M_robert_de_niro.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
P_F_nicola_sturgeon.jpg,1,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
age: 36,gender: Female,handedness: right,60e1f8c0f5897391dbf74b49,"11/30/2021, 08:54:51"
