RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
32058,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
9423,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2279,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2644,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3259,E_F_Kate_Winslet.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2378,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
6694,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1796,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2150,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2149,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2400,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1612,E_F_keira_knightley.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2080,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2002,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1876,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2271,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
7798,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2806,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2816,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2103,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2822,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2440,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2546,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2340,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1670,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2286,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2519,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1779,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2007,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1639,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2371,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1919,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3063,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2908,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3331,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1752,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1756,E_F_jennifer_aniston.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
113609,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
165950,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
33359,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2907,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1531,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1818,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2663,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3146,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
5933,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3604,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2383,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2235,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2357,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2204,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
4494,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
15307,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
4361,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2962,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
4380,E_M_anthony_hopkins.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
146712,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
6144,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2323,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2480,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3199,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
38696,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
10357,E_M_anthony_hopkins.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
8057,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1162,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1168,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1754,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
4307,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
34709,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1521,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
7299,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2675,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
8938,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
38098,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
6527,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
4619,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1970,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2122,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3744,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
64640,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1432,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3051,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
9613,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3542,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
25048,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2887,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1904,E_M_Martin_Freeman.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2365,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3039,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3210,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2903,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
4284,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
14171,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
4355,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2839,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1677,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3233,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2047,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3950,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2587,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
5709,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
178524,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1431,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
8350,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
13574,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
5299,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2230,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2130,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1918,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2226,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2806,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3732,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1968,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2467,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3802,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3844,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2225,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3594,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1798,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2999,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3233,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3367,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
34189,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2103,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1564,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
6146,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1685,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
74513,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2933,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1975,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
7062,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
1939,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2368,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2810,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
3504,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2143,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
2862,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
6510,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
7164,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
7555,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,612f40f65d566460c8d5217d,"11/30/2021, 07:58:11"
