RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2668,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3018,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2080,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2571,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
1661,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2531,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
34704,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3673,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3858,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3005,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3612,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3604,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
5821,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3838,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3080,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3680,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
5336,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2994,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3212,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3365,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2381,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2454,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3812,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3328,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4779,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2747,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2466,E_F_angelina_jolie.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2486,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
5530,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3047,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
10320,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4554,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2601,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3336,E_F_keira_knightley.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3289,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2887,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2436,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4630,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3661,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2874,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2840,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4245,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2353,E_F_angelina_jolie.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2672,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4087,E_M_liam_neeson.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3704,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3970,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
3956,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2754,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
4673,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2199,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
2721,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
file,isFamiliar,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_M_george_Wbush.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_M_michael_caine.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_F_keira_knightley.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_M_tom_hankes.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_M_liam_neeson.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_F_angela_rayner.jpg,0,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_M_Martin_Freeman.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_M_bill_clinton.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_F_nicola_sturgeon.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_M_nicolas_cage.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_M_donald_trump.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_F_angelina_jolie.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_M_robert_de_niro.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_F_PRITI_PATEL.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_F_Kate_Winslet.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_M_anthony_hopkins.jpg,0,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_F_esther_mcvey.jpg,0,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_M_boris_johnson.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_F_tehresy_may.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_F_jennifer_aniston.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_M_Tony_Blair.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_F_hillary_clinton.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_F_Judi_Dench.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_F_sandra_bullock.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
P_M_david_cameron.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
E_M_Hugh_Grant.jpg,1,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
age: 30,gender: Female,handedness: right,5f323237a6342a17e390a7c8,"11/30/2021, 07:35:53"
