RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2690,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2529,P_F_esther_mcvey.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3912,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3320,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4985,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
7282,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3920,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
6790,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2240,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3338,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4058,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3570,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3448,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2307,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2410,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2639,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2774,E_M_liam_neeson.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2351,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4286,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3145,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4126,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2712,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3113,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2256,E_M_anthony_hopkins.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3576,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
8903,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3725,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4303,E_M_anthony_hopkins.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
6267,E_M_Martin_Freeman.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3277,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2876,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
8124,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3845,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4071,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3742,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2906,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4126,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2284,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2676,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3717,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3081,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2457,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2424,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3480,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4639,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4223,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3840,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5949,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
8156,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3158,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4340,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3148,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3109,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2843,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3071,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3451,E_F_sandra_bullock.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2460,E_M_anthony_hopkins.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2392,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2909,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4343,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4309,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4407,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5848,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
10733,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3032,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4319,P_F_hillary_clinton.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2517,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2830,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
1616,E_M_Hugh_Grant.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2775,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
12578,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2505,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4173,E_M_liam_neeson.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2652,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
33558,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3441,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4948,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4025,E_M_nicolas_cage.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2573,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4199,P_F_angela_rayner.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4277,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2377,E_M_tom_hankes.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3139,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5021,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2518,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3182,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2782,E_M_liam_neeson.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4226,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3923,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2974,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5368,E_M_anthony_hopkins.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4128,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4401,E_F_Judi_Dench.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3011,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3839,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5074,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4613,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3141,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
22437,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5737,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2624,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3795,E_M_anthony_hopkins.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
1993,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
9756,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
12276,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5361,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3439,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3530,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4060,E_F_angelina_jolie.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3079,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4282,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
