RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4210,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2682,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3075,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3243,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2449,P_F_PRITI_PATEL.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2687,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3831,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2584,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
10565,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
6862,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3083,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4577,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2688,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2125,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2554,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2643,E_F_jennifer_aniston.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
5846,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2555,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3147,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2857,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3287,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2899,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4504,E_M_Martin_Freeman.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2958,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3288,E_M_Martin_Freeman.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3287,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
6089,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3006,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
4602,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2301,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2954,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2097,P_F_esther_mcvey.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2327,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2439,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2522,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2259,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2433,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3352,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2553,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
8584,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3502,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3229,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
2671,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
3248,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
file,isFamiliar,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_M_george_Wbush.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_M_Hugh_Grant.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_F_keira_knightley.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_M_anthony_hopkins.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_F_Kate_Winslet.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_M_robert_de_niro.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_M_Tony_Blair.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_M_david_cameron.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_F_sandra_bullock.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_M_bill_clinton.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_M_Martin_Freeman.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_M_boris_johnson.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_F_hillary_clinton.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_M_liam_neeson.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_F_nicola_sturgeon.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_F_esther_mcvey.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_F_angelina_jolie.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_M_michael_caine.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_F_Judi_Dench.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_M_tom_hankes.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_F_angela_rayner.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_F_tehresy_may.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_F_jennifer_aniston.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
E_M_nicolas_cage.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_M_donald_trump.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
P_F_PRITI_PATEL.jpg,1,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
age: 27,gender: Male,handedness: right,5a32e703c862ce00011155f6,"11/30/2021, 07:23:00"
