RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
6047,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4071,E_F_keira_knightley.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4418,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
6320,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4074,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3310,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2981,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4271,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3657,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3042,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
8465,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4119,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3617,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4065,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2681,P_F_angela_rayner.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2779,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
6299,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4036,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
8393,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3377,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4554,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4129,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3112,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
8405,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4532,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3272,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4010,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3526,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2752,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3446,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4340,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
9175,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4867,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3414,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4389,E_M_liam_neeson.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3785,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5363,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3575,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
2470,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5281,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
5824,P_F_angela_rayner.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3635,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
7168,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
100906,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4114,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4246,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
4172,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3613,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
34567,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3079,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3118,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
6862,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
7806,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
3247,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
15078,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
file,isFamiliar,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_F_tehresy_may.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_M_robert_de_niro.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_M_michael_caine.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_F_Kate_Winslet.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_M_nicolas_cage.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_F_angela_rayner.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_M_Tony_Blair.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_F_angelina_jolie.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_M_boris_johnson.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_M_anthony_hopkins.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_M_Martin_Freeman.jpg,0,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_F_keira_knightley.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_F_sandra_bullock.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_M_tom_hankes.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_M_george_Wbush.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_F_hillary_clinton.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_M_donald_trump.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_F_Judi_Dench.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_M_david_cameron.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_M_bill_clinton.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_F_nicola_sturgeon.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_F_jennifer_aniston.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_M_Hugh_Grant.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
E_M_liam_neeson.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_F_PRITI_PATEL.jpg,1,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
P_F_esther_mcvey.jpg,0,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
age: 31,gender: Female,handedness: right,5c014b9ef70a16000191765c,"11/30/2021, 07:23:31"
