RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2318,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
3383,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2247,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
3679,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2503,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2143,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2391,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2226,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
1940,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
5391,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
3016,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2575,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
1760,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
1989,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2911,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2238,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2286,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
3471,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2136,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2202,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2639,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
6135,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
1767,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2222,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
1927,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2031,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
3495,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2135,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
3031,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
3415,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
3424,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2393,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2868,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
1991,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
1886,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2303,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
3103,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
5025,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2372,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
3951,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2189,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
1750,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2511,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2159,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2630,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2406,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2150,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2447,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
1600,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
2486,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
file,isFamiliar,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_M_Hugh_Grant.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_Kate_Winslet.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_F_hillary_clinton.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_keira_knightley.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_sandra_bullock.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_donald_trump.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_M_robert_de_niro.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_jennifer_aniston.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_angelina_jolie.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_Tony_Blair.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_boris_johnson.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_F_tehresy_may.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_M_michael_caine.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_F_nicola_sturgeon.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_george_Wbush.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_bill_clinton.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_M_tom_hankes.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_Judi_Dench.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_david_cameron.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_M_nicolas_cage.jpg,1,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
file,imageryAns,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_F_nicola_sturgeon.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_george_Wbush.jpg,3,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_donald_trump.jpg,3,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_M_Hugh_Grant.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_keira_knightley.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_Tony_Blair.jpg,3,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_angelina_jolie.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_boris_johnson.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_M_michael_caine.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_bill_clinton.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_M_robert_de_niro.jpg,3,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_Judi_Dench.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_Kate_Winslet.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_M_david_cameron.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_F_tehresy_may.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_jennifer_aniston.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_F_sandra_bullock.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_M_tom_hankes.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
P_F_hillary_clinton.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
E_M_nicolas_cage.jpg,2,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
age: 33,gender: Female,handedness: right,601b18ec1839d548abd32b47,"11/02/2022, 16:12:27"
