RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1666,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1630,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2218,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1621,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1718,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1800,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2215,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2166,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1687,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1918,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1918,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1755,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2765,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1664,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2063,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1849,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2009,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2076,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2380,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1690,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1828,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2590,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3132,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
5884,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2858,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3983,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2062,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2663,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1540,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1772,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2101,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2330,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2065,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
5298,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1478,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2816,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1984,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2310,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2808,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1386,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2340,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1452,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1269,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
2096,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1483,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1580,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1510,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1485,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
3046,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1546,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
1761,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
file,isFamiliar,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_donald_trump.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_Kate_Winslet.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_boris_johnson.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_M_nicolas_cage.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_keira_knightley.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_F_tehresy_may.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_jennifer_aniston.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_angelina_jolie.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_Tony_Blair.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_george_Wbush.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_M_Hugh_Grant.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_M_tom_hankes.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_F_nicola_sturgeon.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_Judi_Dench.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_sandra_bullock.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_bill_clinton.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_F_hillary_clinton.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_david_cameron.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_M_robert_de_niro.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_M_michael_caine.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
file,imageryAns,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_keira_knightley.jpg,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_M_michael_caine.jpg,2,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_M_Hugh_Grant.jpg,2,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_george_Wbush.jpg,2,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_F_hillary_clinton.jpg,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_angelina_jolie.jpg,2,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_david_cameron.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_M_nicolas_cage.jpg,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_sandra_bullock.jpg,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_bill_clinton.jpg,4,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_F_tehresy_may.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_M_robert_de_niro.jpg,3,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_F_nicola_sturgeon.jpg,2,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_boris_johnson.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_Kate_Winslet.jpg,2,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_M_tom_hankes.jpg,2,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_jennifer_aniston.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
E_F_Judi_Dench.jpg,2,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_Tony_Blair.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
P_M_donald_trump.jpg,1,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
age: 30,gender: Male,handedness: right,5ea40ba76e05883a3353452d,"11/02/2022, 16:06:27"
