RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1615,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1417,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3821,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2502,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3068,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2436,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
4126,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1948,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2265,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
6084,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2129,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2982,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2350,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
4855,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2218,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2290,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1993,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2380,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2804,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2643,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2060,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1797,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1738,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2200,P_F_hillary_clinton.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1886,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1520,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2393,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2377,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1868,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1732,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2500,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3532,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2316,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2005,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2064,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2446,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2429,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2143,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2616,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2242,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2344,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2589,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
6689,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2806,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3777,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3132,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3440,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2564,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2555,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2608,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2376,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2298,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3000,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2842,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
4174,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2972,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
5157,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
4335,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3109,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3923,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
4358,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1860,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1637,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1663,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1232,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1544,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2579,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2231,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1543,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1239,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2061,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1196,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1061,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1557,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1158,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1597,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1081,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1204,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1360,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1461,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3407,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2144,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
4913,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1141,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1274,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1623,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2134,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1880,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1276,E_M_Hugh_Grant.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1860,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2701,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1174,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
3811,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2356,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1261,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1516,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1784,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2619,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2338,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1359,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1223,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1081,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1169,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1942,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1300,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1228,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
2709,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1643,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1114,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1402,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1350,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1857,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1529,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
1802,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60b95a5ca26f7d9e4d7f4914,"11/02/2022, 16:20:01"
