RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
4256,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
5111,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
5037,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
5680,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
5698,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3191,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
4864,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
2902,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
9888,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
10263,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
2529,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
4595,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
5327,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3441,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
6616,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3039,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
2580,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
2743,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
7436,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
1938,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3712,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
7373,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
6827,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
4131,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
2124,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
5121,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
2559,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
2521,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
4020,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
4623,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
9106,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3380,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
4624,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3627,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
5044,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3074,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
8130,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
2817,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3827,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3166,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
4661,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3658,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
6662,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3014,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
5990,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3088,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3532,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
2673,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
4163,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
2932,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
5990,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3686,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
3243,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
file,isFamiliar,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_Kate_Winslet.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_Tony_Blair.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_M_Hugh_Grant.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_bill_clinton.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_sandra_bullock.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_M_robert_de_niro.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_M_tom_hankes.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_angelina_jolie.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_F_hillary_clinton.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_M_michael_caine.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_F_nicola_sturgeon.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_Judi_Dench.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_george_Wbush.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_F_tehresy_may.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_M_nicolas_cage.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_jennifer_aniston.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_boris_johnson.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_donald_trump.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_keira_knightley.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_david_cameron.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
file,imageryAns,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_F_tehresy_may.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_Judi_Dench.jpg,3,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_M_nicolas_cage.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_F_nicola_sturgeon.jpg,2,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_george_Wbush.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_donald_trump.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_F_hillary_clinton.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_jennifer_aniston.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_keira_knightley.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_M_tom_hankes.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_sandra_bullock.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_david_cameron.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_Kate_Winslet.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_bill_clinton.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_boris_johnson.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_M_michael_caine.jpg,3,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
P_M_Tony_Blair.jpg,2,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_M_robert_de_niro.jpg,2,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_M_Hugh_Grant.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
E_F_angelina_jolie.jpg,1,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
age: 27,gender: Female,handedness: right,63468a4d5daf36365c1a16d9,"11/02/2022, 16:15:36"
