"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","reject_trial"
2447,"E_M_robert_de_niro.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","4","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_M_robert_de_niro.jpg P_M_david_cameron.jpg",0.0651163573299638,"32","Male","right",1,1,FALSE
2575,"E_F_Kate_Winslet.jpg","P_F_nicola_sturgeon.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_Kate_Winslet.jpg P_F_nicola_sturgeon.jpg",1.30232714659928,"32","Male","right",1,1,FALSE
3087,"E_F_Kate_Winslet.jpg","P_M_Tony_Blair.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_Kate_Winslet.jpg P_M_Tony_Blair.jpg",0.683721751964621,"32","Male","right",1,1,FALSE
3662,"E_F_jennifer_aniston.jpg","E_M_nicolas_cage.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","5","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_jennifer_aniston.jpg E_M_nicolas_cage.jpg",0.683721751964621,"32","Male","right",1,1,FALSE
2064,"P_M_boris_johnson.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","2","607956d15de9adea5646ed38","04/26/2022, 07:18:08","P_M_boris_johnson.jpg P_M_donald_trump.jpg",-1.17209443193935,"32","Male","right",1,1,FALSE
2102,"E_F_Kate_Winslet.jpg","E_M_Hugh_Grant.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","5","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_Kate_Winslet.jpg E_M_Hugh_Grant.jpg",0.683721751964621,"32","Male","right",1,1,FALSE
1951,"E_F_sandra_bullock.jpg","E_M_robert_de_niro.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_sandra_bullock.jpg E_M_robert_de_niro.jpg",1.30232714659928,"32","Male","right",1,1,FALSE
2399,"E_M_robert_de_niro.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","4","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_M_robert_de_niro.jpg E_M_tom_hankes.jpg",0.0651163573299638,"32","Male","right",1,1,FALSE
2175,"E_M_Hugh_Grant.jpg","P_F_tehresy_may.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","F","6","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_M_Hugh_Grant.jpg P_F_tehresy_may.jpg",1.30232714659928,"32","Male","right",1,1,FALSE
2159,"E_F_Kate_Winslet.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","5","607956d15de9adea5646ed38","04/26/2022, 07:18:08","E_F_Kate_Winslet.jpg P_M_boris_johnson.jpg",0.683721751964621,"32","Male","right",1,1,FALSE
3446,"P_F_tehresy_may.jpg","P_M_donald_trump.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","3","607956d15de9adea5646ed38","04/26/2022, 07:18:08","P_F_tehresy_may.jpg P_M_donald_trump.jpg",-0.553489037304693,"32","Male","right",1,1,FALSE
