"RT","img_1","img_2","isSameProffesion","img1proffesion","img2proffesion","img1Gender","img2Gender","keyPressed","participant","time","pair","normlised_keyPress","age","gender","handedness","isFamiliar_img1","isFamiliar_img2","reject_trial"
2498,"E_F_keira_knightley.jpg","P_F_hillary_clinton.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","F","6","1","12345","E_F_keira_knightley.jpg P_F_hillary_clinton.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2382,"E_F_Judi_Dench.jpg","E_F_keira_knightley.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","F","6","1","12345","E_F_Judi_Dench.jpg E_F_keira_knightley.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
1768,"E_F_angelina_jolie.jpg","E_M_tom_hankes.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_angelina_jolie.jpg E_M_tom_hankes.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
1559,"E_F_jennifer_aniston.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","F","M","6","1","12345","E_F_jennifer_aniston.jpg P_M_boris_johnson.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2032,"E_M_tom_hankes.jpg","P_M_boris_johnson.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_tom_hankes.jpg P_M_boris_johnson.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2789,"E_M_michael_caine.jpg","P_M_david_cameron.jpg","FALSE","pictures/stimuli/E","pictures/stimuli/P","M","M","6","1","12345","E_M_michael_caine.jpg P_M_david_cameron.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2535,"E_M_Hugh_Grant.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","M","M","6","1","12345","E_M_Hugh_Grant.jpg E_M_michael_caine.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2919,"E_F_Judi_Dench.jpg","E_M_michael_caine.jpg","TRUE","pictures/stimuli/E","pictures/stimuli/E","F","M","6","1","12345","E_F_Judi_Dench.jpg E_M_michael_caine.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
2819,"P_M_david_cameron.jpg","P_M_george_Wbush.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","M","M","5","1","12345","P_M_david_cameron.jpg P_M_george_Wbush.jpg",-0.643522352066289,"33","Female","right",1,1,FALSE
1831,"P_F_nicola_sturgeon.jpg","P_M_Tony_Blair.jpg","TRUE","pictures/stimuli/P","pictures/stimuli/P","F","M","6","1","12345","P_F_nicola_sturgeon.jpg P_M_Tony_Blair.jpg",0.499180889920579,"33","Female","right",1,1,FALSE
