RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7963,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4648,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3820,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6684,E_alfi.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3655,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5471,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5224,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5517,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3233,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4865,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5485,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4836,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4255,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5205,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4430,E_katorza.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3996,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3585,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3126,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6492,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5023,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
9266,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4114,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5391,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4671,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,3,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
13063,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
29810,E_alfi.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5558,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3298,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6648,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5757,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4017,E_ivri.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3606,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3486,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3336,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6520,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
8088,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4456,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4083,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7772,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4259,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
8446,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4665,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4305,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4015,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7086,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7143,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7113,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4740,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4728,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6776,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5094,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4076,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3320,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3392,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3348,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7669,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4114,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7511,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5409,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5202,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3734,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
8008,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4372,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
15701,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7553,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4305,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
10060,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4278,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3398,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3784,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3975,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6250,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4188,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
12940,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5217,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3924,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
24100,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
8036,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5735,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6232,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3600,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4154,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3904,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3869,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3592,E_ivri.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5527,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5790,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4986,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5654,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4639,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4324,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7766,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4294,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6045,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5431,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3610,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4396,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3716,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3414,E_rita.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6857,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5258,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3541,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3725,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
6912,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7813,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
7662,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
3992,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4499,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
5742,E_alfi.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
4480,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fba8ef67818f3a651c0a197,"06/17/2022, 08:05:34"
