RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
4742,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
4698,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2132,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1871,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3966,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2537,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,3,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3620,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
4864,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
10330,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2298,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2204,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1755,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2371,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3445,E_shaharHasson.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3878,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1329,E_rita.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2331,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1930,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2781,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1931,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
4111,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
4325,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
5785,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2531,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1831,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3646,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2082,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2917,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2955,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2171,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2837,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1611,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
5704,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2362,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
7453,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1890,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2921,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2426,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3661,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
5985,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3829,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
5330,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3988,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3141,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2179,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3870,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2709,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3446,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
6929,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3493,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2004,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
4675,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2107,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2411,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
5126,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1884,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2155,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1971,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3262,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
6658,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1963,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3316,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1832,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1555,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2467,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2187,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2652,E_shaniCo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
4959,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3917,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2016,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2517,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2804,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
4767,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1859,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
6049,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,4,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1947,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
6021,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2579,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
3062,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1523,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
4254,E_tavori.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2220,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1473,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
2117,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
1860,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5d3aee4270937b000107ab19,"06/17/2022, 10:38:58"
