RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
3859,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
4793,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
2102,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
4146,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
3063,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1265,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
3624,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1836,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1368,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1404,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
2078,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
2437,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1407,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1421,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1343,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1208,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
3519,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1126,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
4013,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1317,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
4487,E_rita.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1637,P_benet.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
6427,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
5310,E_yanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
10912,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
3460,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
3326,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
21627,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1955,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1408,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
9080,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1335,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
1336,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
5536,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
file,isFamiliar,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
E_ivri.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
E_shaharHasson.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
E_katorza.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
P_michaeli.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
P_smootchi.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
P_peretz.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
E_ornaBanai.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
E_harLev.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
E_rita.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
E_shaniCo.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
P_lapid.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
P_yehimovitz.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
E_yanai.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
P_benet.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
E_alfi.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
E_moniMo.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
P_zamir.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
E_tavori.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
P_liberman.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
P_shaked.jpg,1,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
age: 34,gender: M,handedness: right,608a8c5d2cfd7a48be619632,"06/16/2022, 22:20:22"
