RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
20574,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
41661,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,3,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
2558,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
2922,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
1774,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
1408,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
27579,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,2,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
3104,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
7790,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
2459,E_shaniCo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
2146,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
2176,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
4294,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
7225,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,4,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
17582,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
2007,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,5,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
7746,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
2188,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
2207,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
8943,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
20531,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
5877,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
1802,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
4408,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
5645,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
26103,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
6617,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
2491,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
2173,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
file,isFamiliar,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
P_shaked.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
E_alfi.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
P_benet.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
E_ivri.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
P_peretz.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
P_smootchi.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
E_moniMo.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
P_michaeli.jpg,0,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
E_harLev.jpg,0,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
E_shaharHasson.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
P_liberman.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
E_katorza.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
E_yanai.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
P_zamir.jpg,0,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
P_lapid.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
E_rita.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
E_shaniCo.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
E_tavori.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
P_yehimovitz.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
E_ornaBanai.jpg,1,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
age: 22,gender: M,handedness: left,5fcff8bbfe9f8201df523dda,"08/07/2022, 16:38:45"
