RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
16626,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3199,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3224,E_rita.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4700,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4017,E_yanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
8527,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3517,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4133,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3426,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2761,E_alfi.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3317,E_ivri.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,3,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
6187,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3518,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3633,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3056,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
6448,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5818,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3016,E_yanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2722,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2835,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2053,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2991,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
7202,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3683,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
6029,E_ivri.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4219,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
6420,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2671,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4301,P_benet.jpg,P_lapid.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
7152,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4631,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3449,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4447,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4274,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4358,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3139,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3760,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2607,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4386,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2984,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2020,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2860,E_yanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,4,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3331,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3196,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
26170,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
6548,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2900,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5973,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4042,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3619,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2327,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2553,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3468,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3642,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5315,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2997,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2616,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3683,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3145,E_moniMo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4478,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2753,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2299,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3016,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2105,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5696,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2976,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2592,P_lapid.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3429,E_shaniCo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
1666,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2529,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2411,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5747,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4193,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3548,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3346,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
8857,P_lapid.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2712,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3258,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4605,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4310,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4142,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2090,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3837,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5431,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2345,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
1988,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3135,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2494,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3052,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2434,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2514,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2592,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4609,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
8140,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3708,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2862,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
9342,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2924,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
3975,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
2245,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
4901,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5847,E_ivri.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
27109,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5358,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
56155,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5861,E_shaharHasson.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
67537,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
5831,E_harLev.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
8384,E_tavori.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
53045,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
7156,P_michaeli.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,6,6036906e5b4bac4295d49731,"06/16/2022, 15:21:22"
