RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
3206,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1473,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
3543,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1518,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2282,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
7767,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1998,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2551,E_yanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2919,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1266,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1479,P_benet.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1822,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1431,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2539,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1999,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1431,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2287,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1623,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1615,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2231,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2122,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1516,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1598,E_katorza.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1478,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1368,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2868,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1503,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
4888,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1481,E_harLev.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1446,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1943,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1487,E_tavori.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1327,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1327,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
5115,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2068,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1574,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1415,E_moniMo.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1379,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1655,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1970,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2745,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1671,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,5,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1399,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
2397,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
1334,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
file,isFamiliar,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
E_moniMo.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
E_tavori.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
P_michaeli.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
P_zamir.jpg,0,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
E_harLev.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
P_lapid.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
E_shaharHasson.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
E_katorza.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
P_smootchi.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
E_ornaBanai.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
P_shaked.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
E_rita.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
E_alfi.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
P_peretz.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
P_yehimovitz.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
P_liberman.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
P_benet.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
E_shaniCo.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
E_yanai.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
E_ivri.jpg,1,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
age: 33,gender: F,handedness: right,5c0d109e73986d0001785b39,"06/18/2022, 13:28:18"
