RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1849,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2174,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1683,E_ornaBanai.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2245,E_shaniCo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2646,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1557,P_michaeli.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2743,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
6563,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
7072,E_ornaBanai.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3440,E_tavori.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3038,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2604,P_liberman.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
6962,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
6444,E_rita.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3465,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2209,E_shaniCo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1303,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1631,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1515,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1435,E_harLev.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2529,E_alfi.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3414,E_rita.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2520,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
5101,E_harLev.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1644,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1557,E_shaniCo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2643,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
4952,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2625,E_ivri.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1985,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3086,E_ivri.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2851,E_shaniCo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1676,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1408,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1494,E_shaharHasson.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1315,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2081,E_alfi.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1900,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1709,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
1164,P_peretz.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3455,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
8337,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3086,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2830,E_ornaBanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3337,E_ornaBanai.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3064,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2114,E_ivri.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
4035,E_harLev.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3118,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2667,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2649,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2351,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2358,E_ornaBanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
5179,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2486,P_benet.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2202,E_ornaBanai.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
4141,E_ivri.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3013,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2581,E_shaharHasson.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2495,E_ornaBanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
5901,E_harLev.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2648,E_yanai.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2211,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2340,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2331,E_moniMo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2409,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
4044,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2352,E_shaniCo.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2377,P_smootchi.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2224,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2548,P_peretz.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2236,P_liberman.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2456,E_katorza.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2121,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2528,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2422,E_tavori.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2490,E_ornaBanai.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2370,E_moniMo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2529,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
6166,E_ivri.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
9384,E_shaniCo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2986,E_rita.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2502,E_moniMo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2254,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2194,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2193,E_yanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
4714,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2593,E_katorza.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2691,P_michaeli.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2562,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2302,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2614,E_rita.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
5504,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3100,P_michaeli.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2501,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3474,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3534,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2238,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
3086,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2455,E_ivri.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2530,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
7371,E_shaharHasson.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
7648,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
6556,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
5292,E_moniMo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
5683,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
6587,P_liberman.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2341,P_peretz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2317,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
17039,E_shaniCo.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
60331,E_alfi.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2086,E_ivri.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2184,E_ivri.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2014,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2531,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2133,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2645,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2368,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2076,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2164,E_ornaBanai.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
2090,E_katorza.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,5f02e960116f971695edc5cc,"06/16/2022, 18:19:36"
