RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3364,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3944,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3064,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3533,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3612,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2713,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2826,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
5363,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2632,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
6695,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2529,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2464,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3399,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2712,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3464,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2198,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3396,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3947,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3630,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2579,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3695,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3329,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4114,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2564,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3314,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3629,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2381,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3513,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4030,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3831,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2777,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3996,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3413,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3412,E_F_sandra_bullock.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4149,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
5231,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4525,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3526,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
5078,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3098,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3145,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
5600,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3595,E_M_tom_hankes.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2248,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2079,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2915,P_F_nicola_sturgeon.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
5496,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
6601,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
8560,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2545,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2699,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2130,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4147,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2914,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2361,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4043,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4527,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4980,E_M_tom_hankes.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2663,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3397,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3098,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
1981,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
1613,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2847,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2397,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
5080,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4132,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2633,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4110,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
1997,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2929,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2867,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3895,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3881,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2113,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2779,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3126,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3782,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3565,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2945,E_M_nicolas_cage.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3913,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2076,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2632,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2647,E_F_angelina_jolie.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2949,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2378,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
5697,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3879,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3415,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3530,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2430,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2497,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2265,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2732,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2581,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2362,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2899,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2529,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2797,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
40461,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
7247,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
15830,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
6846,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2866,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3411,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3580,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2864,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2315,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3844,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2030,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3462,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2629,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
1997,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3314,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2395,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4129,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3132,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2928,E_F_jennifer_aniston.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
4411,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3716,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2295,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3179,P_F_nicola_sturgeon.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
2881,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
3714,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5f5b8a0de610d92df74219d7,"04/26/2022, 07:18:21"
