RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3215,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4192,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3224,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3718,P_M_boris_johnson.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4588,E_F_keira_knightley.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
5246,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4536,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2714,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2834,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2489,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2668,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3871,E_F_jennifer_aniston.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2952,E_F_angelina_jolie.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3431,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2477,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
5288,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2568,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2430,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2685,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4713,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3636,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3763,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4685,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4499,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4707,E_F_angelina_jolie.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2829,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2256,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3217,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4360,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4966,E_F_Judi_Dench.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2970,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4345,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2833,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3933,E_F_angelina_jolie.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3100,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2163,E_M_robert_de_niro.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3853,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2744,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3941,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2508,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2573,E_F_jennifer_aniston.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3768,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3652,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3703,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2839,E_F_jennifer_aniston.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2274,E_F_jennifer_aniston.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
10164,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2787,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3470,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2864,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2515,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2012,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3324,E_M_michael_caine.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1777,E_F_angelina_jolie.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3031,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3456,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3043,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4858,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3994,P_F_tehresy_may.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1995,E_F_keira_knightley.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1930,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1931,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1730,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2606,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3700,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2801,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4692,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2536,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4519,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2737,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1964,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3057,E_F_sandra_bullock.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2942,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4942,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1875,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2360,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2552,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3847,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1555,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1602,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1228,P_M_bill_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3642,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1875,E_M_nicolas_cage.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2225,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
6250,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2466,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2479,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3069,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2118,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3454,E_F_keira_knightley.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3436,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3556,E_F_angelina_jolie.jpg,E_F_jennifer_aniston.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2164,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1764,P_F_hillary_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1937,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3737,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
5521,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2485,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2109,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1920,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4520,E_M_Hugh_Grant.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3838,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2332,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3468,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
5174,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4834,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3346,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2321,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3143,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
5473,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3227,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1705,E_F_jennifer_aniston.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4583,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1392,E_F_angelina_jolie.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2722,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2677,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1172,E_M_tom_hankes.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2205,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
6793,E_F_jennifer_aniston.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
3500,E_M_Hugh_Grant.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4195,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
4048,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2012,P_F_hillary_clinton.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
2083,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1110,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1759,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
1734,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,59497c498fb2140001afda85,"04/26/2022, 07:20:30"
