RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3334,P_F_hillary_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3952,E_M_michael_caine.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4771,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3545,P_M_donald_trump.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3655,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4085,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3152,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3382,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
7718,E_M_michael_caine.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
6365,E_F_sandra_bullock.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4211,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3725,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
5923,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3070,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3287,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3148,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3430,E_M_nicolas_cage.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3469,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
6255,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3828,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2791,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3498,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2660,E_F_jennifer_aniston.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3286,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3172,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4040,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
5590,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
6198,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3535,E_F_Judi_Dench.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2645,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2445,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3843,E_F_Kate_Winslet.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3297,E_F_keira_knightley.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
5134,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3295,E_F_angelina_jolie.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4500,E_F_jennifer_aniston.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2793,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3721,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3938,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
5960,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4125,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
5095,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4869,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3044,E_M_robert_de_niro.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2618,P_M_david_cameron.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
5564,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
8413,E_M_michael_caine.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3209,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
6140,P_M_boris_johnson.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3225,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
3779,E_F_keira_knightley.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2936,E_F_Kate_Winslet.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
4046,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
2508,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a8ad2082a842c0001fce0f2,"04/26/2022, 07:22:35"
