RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3804,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
66797,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2652,P_F_tehresy_may.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3632,E_F_Kate_Winslet.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5770,E_F_Judi_Dench.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2202,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3173,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3038,P_F_esther_mcvey.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
11357,E_F_Judi_Dench.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4572,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7632,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3049,E_M_Martin_Freeman.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
10008,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5764,E_M_liam_neeson.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3144,E_M_Martin_Freeman.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5612,P_F_PRITI_PATEL.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2988,E_F_Kate_Winslet.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7758,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2408,E_F_Judi_Dench.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2873,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
14196,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
146430,E_F_Judi_Dench.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
12306,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
22386,E_F_Judi_Dench.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4516,E_M_tom_hankes.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6267,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2382,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4329,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5376,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4467,P_F_PRITI_PATEL.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6727,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
22522,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4852,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2506,E_M_robert_de_niro.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4042,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
1682,E_F_Kate_Winslet.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3906,E_M_Hugh_Grant.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3688,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
file,isFamiliar,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_F_PRITI_PATEL.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_F_Kate_Winslet.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_M_robert_de_niro.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_F_angelina_jolie.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_M_michael_caine.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_F_angela_rayner.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_F_Judi_Dench.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_M_liam_neeson.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_M_Hugh_Grant.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_M_boris_johnson.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_M_tom_hankes.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_M_donald_trump.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_M_david_cameron.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_F_tehresy_may.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_M_nicolas_cage.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_F_hillary_clinton.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_F_esther_mcvey.jpg,0,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_M_anthony_hopkins.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_M_bill_clinton.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_M_george_Wbush.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_M_Martin_Freeman.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_F_jennifer_aniston.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_F_nicola_sturgeon.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_F_keira_knightley.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
E_F_sandra_bullock.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
P_M_Tony_Blair.jpg,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
age: 34,gender: Female,handedness: right,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
