RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4995,E_M_anthony_hopkins.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
9220,E_F_Kate_Winslet.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5809,E_M_tom_hankes.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3140,E_M_liam_neeson.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6600,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
10124,E_M_Martin_Freeman.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
11153,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5136,E_F_sandra_bullock.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7171,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6421,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
219676,E_M_michael_caine.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
32301,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7385,E_M_Hugh_Grant.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6138,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5053,E_M_Hugh_Grant.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8545,P_M_bill_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4920,P_F_PRITI_PATEL.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3327,E_F_sandra_bullock.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3363,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4461,E_F_jennifer_aniston.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3762,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
9637,E_M_tom_hankes.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4077,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4320,E_M_robert_de_niro.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3056,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5942,P_F_PRITI_PATEL.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5804,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
15342,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6771,E_F_sandra_bullock.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
48031,E_F_Judi_Dench.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2320,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3681,P_F_esther_mcvey.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
1550,E_M_nicolas_cage.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
1706,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5711,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4524,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3585,E_F_jennifer_aniston.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2318,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5413,P_F_hillary_clinton.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
12134,E_F_Judi_Dench.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
47274,E_F_Kate_Winslet.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2656,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5736,E_M_liam_neeson.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2297,E_M_liam_neeson.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3946,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6963,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
16635,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
58956,E_M_Martin_Freeman.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3047,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4029,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
9891,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4419,E_M_tom_hankes.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3581,E_M_anthony_hopkins.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4698,E_M_liam_neeson.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3734,E_M_michael_caine.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7708,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
19166,E_M_Hugh_Grant.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6909,P_F_nicola_sturgeon.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3595,E_M_Hugh_Grant.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5017,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5813,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3927,E_M_robert_de_niro.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4811,P_F_nicola_sturgeon.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8129,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8147,E_M_liam_neeson.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4484,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
14872,P_F_tehresy_may.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
65100,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
16372,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5096,E_M_nicolas_cage.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
9886,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8182,E_F_jennifer_aniston.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
9250,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8397,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2553,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5451,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6515,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3818,E_M_tom_hankes.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
11957,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
17583,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
11794,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3389,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3851,E_F_jennifer_aniston.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2752,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3303,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5894,E_F_sandra_bullock.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
5819,P_F_PRITI_PATEL.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3071,E_F_angelina_jolie.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3667,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2780,E_F_keira_knightley.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4038,P_F_tehresy_may.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7578,E_F_Kate_Winslet.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7980,E_M_anthony_hopkins.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4773,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6571,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
7021,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
73460,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
6760,E_M_anthony_hopkins.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
8603,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
34765,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2895,E_F_Judi_Dench.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2146,E_F_keira_knightley.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
9024,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4023,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3216,E_M_Hugh_Grant.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4019,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3421,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
18896,E_M_Hugh_Grant.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
130465,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
43505,E_M_michael_caine.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
11943,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3582,E_M_Hugh_Grant.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4309,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4319,E_F_Judi_Dench.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2950,E_M_tom_hankes.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
4337,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
15184,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2788,E_M_nicolas_cage.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
3375,E_M_robert_de_niro.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2702,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
2709,E_F_keira_knightley.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,61482706268c2b23781126f3,"11/30/2021, 19:16:32"
