RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
9410,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6399,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4957,E_M_Hugh_Grant.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3430,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3455,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5212,E_M_Hugh_Grant.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3817,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4574,E_M_nicolas_cage.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7707,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4570,E_F_jennifer_aniston.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5468,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4487,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7421,E_F_Kate_Winslet.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4679,E_M_nicolas_cage.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3758,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4848,E_M_michael_caine.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5299,P_F_esther_mcvey.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4304,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4480,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
17870,E_F_Kate_Winslet.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6885,E_M_robert_de_niro.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6152,E_M_anthony_hopkins.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
8212,E_M_Martin_Freeman.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4087,E_M_Martin_Freeman.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5543,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
8833,E_M_anthony_hopkins.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6189,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
2960,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5050,E_M_Martin_Freeman.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4789,P_M_boris_johnson.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5280,E_F_jennifer_aniston.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
17581,E_M_nicolas_cage.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6259,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5064,E_M_robert_de_niro.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
7798,E_M_robert_de_niro.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3932,P_F_esther_mcvey.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4087,E_M_tom_hankes.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
4039,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
5175,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6637,E_M_robert_de_niro.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3488,E_M_michael_caine.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3034,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3936,P_M_bill_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6050,E_F_Judi_Dench.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
11934,P_F_angela_rayner.jpg,P_F_hillary_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3826,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
6718,P_M_david_cameron.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
3403,E_F_angelina_jolie.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
2851,E_M_Hugh_Grant.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
file,isFamiliar,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_M_bill_clinton.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_M_boris_johnson.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_M_donald_trump.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_M_robert_de_niro.jpg,0,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_M_Hugh_Grant.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_F_tehresy_may.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_F_Judi_Dench.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_M_tom_hankes.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_F_hillary_clinton.jpg,0,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_F_esther_mcvey.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_M_Martin_Freeman.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_M_anthony_hopkins.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_F_sandra_bullock.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_M_george_Wbush.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_F_PRITI_PATEL.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_M_Tony_Blair.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_M_liam_neeson.jpg,0,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_F_Kate_Winslet.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_M_michael_caine.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_F_angela_rayner.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_M_nicolas_cage.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_F_nicola_sturgeon.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_F_keira_knightley.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_F_angelina_jolie.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
P_M_david_cameron.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
E_F_jennifer_aniston.jpg,1,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
age: 33,gender: Female,handedness: right,5acb92e9e1099600016ad073,"11/28/2021, 16:17:31"
